field_key,component_name,act_id,operation,required_from_lv2,required_at_ingest,required_in_db,required_for_runtime,system_generated,generator_owner,evidence_source,evidence_reference,decision_status
pedagogicalStrategy,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.pedagogicalStrategy (no requireField/runtime dependency),locked
prerequisiteModules,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.prerequisiteModules (no requireField/runtime dependency),locked
progressionNotes,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.progressionNotes (no requireField/runtime dependency),locked
pronunciationFocus,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.pronunciationFocus (no requireField/runtime dependency),locked
publishNotes,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.publishNotes (no requireField/runtime dependency),locked
registerTone,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.registerTone (no requireField/runtime dependency),locked
remediationGuidance,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.remediationGuidance (no requireField/runtime dependency),locked
remediationPaths,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.remediationPaths (no requireField/runtime dependency),locked
requiredLessons,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.requiredLessons (no requireField/runtime dependency),locked
reviewRequired,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.reviewRequired (no requireField/runtime dependency),locked
sequenceType,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.sequenceType (no requireField/runtime dependency),locked
shortSummaryTeacherModule,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.shortSummaryTeacherModule (no requireField/runtime dependency),locked
simplificationGuidelines,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.simplificationGuidelines (no requireField/runtime dependency),locked
slug,modules,,category_payload,true,true,true,true,false,lv2,player-contract requireField + contract path,runtime_required:modules.slug via player-contract,locked
sourceVersion,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.sourceVersion (no requireField/runtime dependency),locked
styleConstraints,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.styleConstraints (no requireField/runtime dependency),locked
tags,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.tags (no requireField/runtime dependency),locked
targetLanguage,modules,,category_payload,true,true,true,false,true,cms,player-contract requireField + contract path,runtime_not_required:modules.targetLanguage (no requireField/runtime dependency),locked
teacherNotes,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.teacherNotes (no requireField/runtime dependency),locked
teacherOverview,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.teacherOverview (no requireField/runtime dependency),locked
telemetryTags,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.telemetryTags (no requireField/runtime dependency),locked
title,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.title (no requireField/runtime dependency),locked
topicCategory,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.topicCategory (no requireField/runtime dependency),locked
version,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.version (no requireField/runtime dependency),locked
visibility,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.visibility (no requireField/runtime dependency),locked
vocabularyTheme,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.vocabularyTheme (no requireField/runtime dependency),locked
aiInstructions,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.aiInstructions (no requireField/runtime dependency),locked
anecdoteOrMemoryHook,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.anecdoteOrMemoryHook (no requireField/runtime dependency),locked
assessmentPlan,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.assessmentPlan (no requireField/runtime dependency),locked
audioId,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.audioId (no requireField/runtime dependency),locked
body1,slides,,category_payload,true,true,true,true,false,lv2,player-contract requireField + contract path,runtime_required:slides.body1 via player-contract,locked
body2,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.body2 (no requireField/runtime dependency),locked
body3,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.body3 (no requireField/runtime dependency),locked
body4,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.body4 (no requireField/runtime dependency),locked
body5,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.body5 (no requireField/runtime dependency),locked
body6,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.body6 (no requireField/runtime dependency),locked
body7,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.body7 (no requireField/runtime dependency),locked
body8,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.body8 (no requireField/runtime dependency),locked
buttons,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.buttons (no requireField/runtime dependency),locked
commonMisconceptions,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.commonMisconceptions (no requireField/runtime dependency),locked
culturalContext,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.culturalContext (no requireField/runtime dependency),locked
defaultLang,slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.defaultLang (no requireField/runtime dependency),locked
description,slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.description (no requireField/runtime dependency),locked
differentiationPaths,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.differentiationPaths (no requireField/runtime dependency),locked
diffLog,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.diffLog (no requireField/runtime dependency),locked
expansionGuidelines,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.expansionGuidelines (no requireField/runtime dependency),locked
extraPracticeNotes,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.extraPracticeNotes (no requireField/runtime dependency),locked
forbiddenPatterns,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.forbiddenPatterns (no requireField/runtime dependency),locked
groupId,slides,,category_payload,true,true,true,false,true,db,player-contract requireField + contract path,runtime_not_required:slides.groupId (no requireField/runtime dependency),locked
groupName,slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.groupName (no requireField/runtime dependency),locked
ingestPayload,slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.ingestPayload (no requireField/runtime dependency),locked
ingestSource,slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.ingestSource (no requireField/runtime dependency),locked
instructions,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.instructions (no requireField/runtime dependency),locked
keyTakeawaysSlide,slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.keyTakeawaysSlide (no requireField/runtime dependency),locked
l1InterferenceNotes,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.l1InterferenceNotes (no requireField/runtime dependency),locked
lastUpdatedAt,slides,,category_payload,true,true,true,false,true,cms,player-contract requireField + contract path,runtime_not_required:slides.lastUpdatedAt (no requireField/runtime dependency),locked
lastUpdatedBy,slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.lastUpdatedBy (no requireField/runtime dependency),locked
learningObjectives,slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.learningObjectives (no requireField/runtime dependency),locked
lessonId,slides,,category_payload,true,true,true,false,true,db,player-contract requireField + contract path,runtime_not_required:slides.lessonId (no requireField/runtime dependency),locked
metadata,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.metadata (no requireField/runtime dependency),locked
moduleId,slides,,category_payload,true,true,true,false,true,db,player-contract requireField + contract path,runtime_not_required:slides.moduleId (no requireField/runtime dependency),locked
notesForTeacherOrAI,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.notesForTeacherOrAI (no requireField/runtime dependency),locked
orderIndex,slides,,category_payload,true,true,true,true,false,lv2,player-contract requireField + contract path,runtime_required:slides.orderIndex via player-contract,locked
ownerTeam,slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.ownerTeam (no requireField/runtime dependency),locked
registerVariants,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.registerVariants (no requireField/runtime dependency),locked
remediationPaths,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.remediationPaths (no requireField/runtime dependency),locked
shortSummaryTeacherSlide,slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.shortSummaryTeacherSlide (no requireField/runtime dependency),locked
signatureMetaphors,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.signatureMetaphors (no requireField/runtime dependency),locked
simplificationGuidelines,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.simplificationGuidelines (no requireField/runtime dependency),locked
slideId,slides,,category_payload,true,true,true,false,true,db,player-contract requireField + contract path,runtime_not_required:slides.slideId (no requireField/runtime dependency),locked
slug,slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.slug (no requireField/runtime dependency),locked
sourceVersion,slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.sourceVersion (no requireField/runtime dependency),locked
styleConstraints,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.styleConstraints (no requireField/runtime dependency),locked
successCriteria,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.successCriteria (no requireField/runtime dependency),locked
tags,slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.tags (no requireField/runtime dependency),locked
targetLanguage,slides,,category_payload,true,true,true,false,true,cms,player-contract requireField + contract path,runtime_not_required:slides.targetLanguage (no requireField/runtime dependency),locked
targetNodeKeys,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.targetNodeKeys (no requireField/runtime dependency),locked
teacherNotes,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.teacherNotes (no requireField/runtime dependency),locked
teacherOverview,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.teacherOverview (no requireField/runtime dependency),locked
telemetryTags,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.telemetryTags (no requireField/runtime dependency),locked
textSubtype,slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.textSubtype (no requireField/runtime dependency),locked
type,slides,,category_payload,true,true,true,true,false,lv2,player-contract requireField + contract path,runtime_required:slides.type via player-contract,locked
version,slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.version (no requireField/runtime dependency),locked
visibility,slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:slides.visibility (no requireField/runtime dependency),locked
audioId,title_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.audioId (no requireField/runtime dependency),locked
buttons,title_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.buttons (no requireField/runtime dependency),locked
defaultLang,title_slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.defaultLang (no requireField/runtime dependency),locked
description,title_slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.description (no requireField/runtime dependency),locked
diffLog,title_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.diffLog (no requireField/runtime dependency),locked
ingestPayload,title_slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.ingestPayload (no requireField/runtime dependency),locked
ingestSource,title_slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.ingestSource (no requireField/runtime dependency),locked
instructions,title_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.instructions (no requireField/runtime dependency),locked
lastUpdatedAt,title_slides,,category_payload,true,true,true,false,true,cms,player-contract requireField + contract path,runtime_not_required:title_slides.lastUpdatedAt (no requireField/runtime dependency),locked
lastUpdatedBy,title_slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.lastUpdatedBy (no requireField/runtime dependency),locked
lessonId,title_slides,,category_payload,true,true,true,false,true,db,player-contract requireField + contract path,runtime_not_required:title_slides.lessonId (no requireField/runtime dependency),locked
metadata,title_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.metadata (no requireField/runtime dependency),locked
moduleId,title_slides,,category_payload,true,true,true,false,true,db,player-contract requireField + contract path,runtime_not_required:title_slides.moduleId (no requireField/runtime dependency),locked
ownerTeam,title_slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.ownerTeam (no requireField/runtime dependency),locked
primaryCtaAction,title_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.primaryCtaAction (no requireField/runtime dependency),locked
primaryCtaLabel,title_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.primaryCtaLabel (no requireField/runtime dependency),locked
slideId,title_slides,,category_payload,true,true,true,false,true,db,player-contract requireField + contract path,runtime_not_required:title_slides.slideId (no requireField/runtime dependency),locked
slug,title_slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.slug (no requireField/runtime dependency),locked
sourceVersion,title_slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.sourceVersion (no requireField/runtime dependency),locked
subtitle,title_slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.subtitle (no requireField/runtime dependency),locked
tags,title_slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.tags (no requireField/runtime dependency),locked
targetLanguage,title_slides,,category_payload,true,true,true,false,true,cms,player-contract requireField + contract path,runtime_not_required:title_slides.targetLanguage (no requireField/runtime dependency),locked
title,title_slides,,category_payload,true,true,true,true,false,lv2,player-contract requireField + contract path,runtime_required:title_slides.title via player-contract,locked
version,title_slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.version (no requireField/runtime dependency),locked
visibility,title_slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:title_slides.visibility (no requireField/runtime dependency),locked
